filename,verbalization_method,dataset,score_r_mean,score_r_std,score_r_median,score_l_mean,score_l_std,score_l_median
croatia-custom-algo-gpt-4-1.txt,llm,croatia,0.42210641503334045,0.16518226265907288,0.39440327882766724,0.35072118043899536,0.11918877810239792,0.34327107667922974
croatia-custom-algo-gpt-4o-mini.txt,llm,croatia,0.468941330909729,0.16885440051555634,0.4448724389076233,0.36086705327033997,0.11980723589658737,0.3609916567802429
croatia-custom-algo-gpt-5-nano.txt,llm,croatia,0.4493248760700226,0.17153163254261017,0.426194429397583,0.3292374908924103,0.12287624925374985,0.31128108501434326
croatia-custom-algo-gpt-5.txt,llm,croatia,0.4696058928966522,0.1771516352891922,0.442291259765625,0.32320502400398254,0.12341420352458954,0.3229220509529114
croatia-langchain-gpt-4-1.txt,llm,croatia,0.4183395206928253,0.16798366606235504,0.3971765637397766,0.3226434886455536,0.11399462819099426,0.32140791416168213
croatia-langchain-gpt-4o-mini.txt,llm,croatia,0.4623369872570038,0.181319922208786,0.43680381774902344,0.29249638319015503,0.12212549149990082,0.2928752601146698
croatia-langchain-gpt-5-nano.txt,llm,croatia,0.456470787525177,0.18087030947208405,0.43975934386253357,0.29494616389274597,0.11998707801103592,0.287090003490448
croatia-langchain-gpt-5.txt,llm,croatia,0.40650859475135803,0.18806928396224976,0.38571733236312866,0.305668443441391,0.1225033774971962,0.305155873298645
japan-custom-algo-gpt-4-1.txt,llm,japan,0.43442022800445557,0.14951221644878387,0.42650407552719116,0.3540113568305969,0.10741233080625534,0.35256561636924744
japan-custom-algo-gpt-4o-mini.txt,llm,japan,0.48663702607154846,0.1514233648777008,0.48219043016433716,0.3637257516384125,0.10740801692008972,0.35430264472961426
japan-custom-algo-gpt-5-nano.txt,llm,japan,0.5061822533607483,0.15193524956703186,0.4999266266822815,0.3549291491508484,0.12214329093694687,0.35066962242126465
japan-custom-algo-gpt-5.txt,llm,japan,0.48972955346107483,0.1625276803970337,0.47643494606018066,0.33203721046447754,0.11208502948284149,0.3312675952911377
japan-langchain-gpt-4-1.txt,llm,japan,0.34275516867637634,0.15015949308872223,0.3261726498603821,0.30132564902305603,0.10466354340314865,0.2892979681491852
japan-langchain-gpt-4o-mini.txt,llm,japan,0.4175869822502136,0.16295519471168518,0.3992707431316376,0.2829868495464325,0.09672140330076218,0.27348533272743225
japan-langchain-gpt-5-nano.txt,llm,japan,0.461908221244812,0.14920015633106232,0.4583287239074707,0.3447704017162323,0.09915544092655182,0.35168278217315674
japan-langchain-gpt-5.txt,llm,japan,0.42409852147102356,0.17074239253997803,0.41960272192955017,0.31859758496284485,0.1048366129398346,0.3170047104358673
croatia-custom-algo-gpt-4-1.txt,llm_local,croatia,0.43453043699264526,0.16597871482372284,0.4085928201675415,0.35497573018074036,0.11780105531215668,0.3460117280483246
croatia-custom-algo-gpt-4o-mini.txt,llm_local,croatia,0.4844292104244232,0.17036192119121552,0.4566860496997833,0.36313438415527344,0.11719941347837448,0.3624553084373474
croatia-custom-algo-gpt-5-nano.txt,llm_local,croatia,0.459300696849823,0.168267622590065,0.43864351511001587,0.3317333459854126,0.1144488975405693,0.325283408164978
croatia-custom-algo-gpt-5.txt,llm_local,croatia,0.4752950370311737,0.17348571121692657,0.4498686194419861,0.33518606424331665,0.1214132159948349,0.3371380567550659
croatia-langchain-gpt-4-1.txt,llm_local,croatia,0.4244338274002075,0.16690003871917725,0.4000145196914673,0.32853609323501587,0.11307769268751144,0.33069074153900146
croatia-langchain-gpt-4o-mini.txt,llm_local,croatia,0.466312050819397,0.17586062848567963,0.44216305017471313,0.3037301301956177,0.12047045677900314,0.3049963712692261
croatia-langchain-gpt-5-nano.txt,llm_local,croatia,0.45982035994529724,0.17504209280014038,0.4468998312950134,0.31087371706962585,0.11625371873378754,0.31101328134536743
croatia-langchain-gpt-5.txt,llm_local,croatia,0.41037553548812866,0.1793983280658722,0.38085681200027466,0.31927597522735596,0.11694803833961487,0.32127124071121216
japan-custom-algo-gpt-4-1.txt,llm_local,japan,0.4449836313724518,0.14650967717170715,0.4446941018104553,0.36637458205223083,0.104648157954216,0.3648632764816284
japan-custom-algo-gpt-4o-mini.txt,llm_local,japan,0.49659159779548645,0.14991401135921478,0.4862818121910095,0.3811351954936981,0.10452286154031754,0.3741523325443268
japan-custom-algo-gpt-5-nano.txt,llm_local,japan,0.5140456557273865,0.1458049714565277,0.5112044811248779,0.38987210392951965,0.1466631442308426,0.37175753712654114
japan-custom-algo-gpt-5.txt,llm_local,japan,0.5033286809921265,0.1599988043308258,0.4960205554962158,0.3502507507801056,0.11022359132766724,0.34776121377944946
japan-langchain-gpt-4-1.txt,llm_local,japan,0.35468196868896484,0.1454586535692215,0.3333762586116791,0.3166496753692627,0.10049070417881012,0.31489676237106323
japan-langchain-gpt-4o-mini.txt,llm_local,japan,0.42681562900543213,0.15878954529762268,0.40472161769866943,0.29969993233680725,0.09039845317602158,0.29416748881340027
japan-langchain-gpt-5-nano.txt,llm_local,japan,0.4681504964828491,0.1481696367263794,0.4585603177547455,0.3461626470088959,0.09088845551013947,0.35596492886543274
japan-langchain-gpt-5.txt,llm_local,japan,0.43182745575904846,0.16852228343486786,0.4367678165435791,0.3212485611438751,0.09864529222249985,0.31916797161102295
croatia-custom-algo-gpt-4-1.txt,prefix,croatia,0.4920618534088135,0.13932277262210846,0.4650901257991791,0.4056949019432068,0.09865904599428177,0.3904470205307007
croatia-custom-algo-gpt-4o-mini.txt,prefix,croatia,0.5281612277030945,0.1437298208475113,0.5062254071235657,0.4200176000595093,0.10879300534725189,0.4110202193260193
croatia-custom-algo-gpt-5-nano.txt,prefix,croatia,0.5123398900032043,0.14553150534629822,0.4893350601196289,0.3959634304046631,0.0973595678806305,0.3860544264316559
croatia-custom-algo-gpt-5.txt,prefix,croatia,0.5221695303916931,0.1567929983139038,0.49788737297058105,0.37491554021835327,0.11035884916782379,0.36743685603141785
croatia-langchain-gpt-4-1.txt,prefix,croatia,0.4794432818889618,0.1464664191007614,0.4534872770309448,0.3758714199066162,0.09140307456254959,0.3687330484390259
